ts,state,d_min_mm,ttc_s,target_deg,reason
1760008641.051,SAFE,1096.6709898256202,2.19,0,tick
1760008641.251,SAFE,1162.672593895372,2.33,0,tick
1760008641.451,SAFE,1192.0335563372232,2.38,0,tick
1760008641.652,SAFE,1210.0701338023339,2.42,0,tick
1760008641.852,SAFE,1220.9020802814005,2.44,0,tick
1760008642.052,SAFE,1228.4812481688402,2.46,0,tick
1760008642.253,SAFE,1232.5287489013042,2.47,0,tick
1760008642.453,SAFE,1238.7572493407824,2.48,0,tick
1760008642.654,SAFE,1241.5943496044695,2.48,0,tick
1760008642.854,SAFE,1241.5943496044695,2.48,0,tick
1760008643.054,SAFE,1214.9046439050726,2.43,0,tick
1760008643.254,SAFE,712.791857562029,1.43,0,tick
1760008643.455,BRAKE,487.22674302481164,0.97,140,dist<600
1760008643.655,BRAKE,480.58069720992467,0.96,140,tick
1760008643.855,BRAKE,321.1272788839699,0.64,140,tick
1760008644.056,BRAKE,245.12091155358797,0.49,140,tick
1760008644.256,BRAKE,212.28836462143516,0.42,140,tick
1760008644.456,BRAKE,192.34534584857406,0.38,140,tick
1760008644.657,BRAKE,174.91813833942962,0.35,140,tick
1760008644.857,BRAKE,157.6603532014631,0.32,140,tick
1760008645.057,BRAKE,157.26414128058525,0.31,140,tick
1760008645.257,BRAKE,157.26414128058525,0.31,140,tick
1760008645.458,BRAKE,157.26414128058525,0.31,140,tick
1760008645.658,BRAKE,157.39639390734047,0.31,140,tick
1760008645.858,BRAKE,157.45783634440429,0.31,140,tick
1760008646.059,BRAKE,157.45783634440429,0.31,140,tick
1760008646.259,BRAKE,157.49470180664255,0.31,140,tick
1760008646.459,BRAKE,158.65149137343766,0.32,140,tick
1760008646.660,BRAKE,159.4037284335942,0.32,140,tick
1760008646.860,BRAKE,158.77335792962504,0.32,140,tick
1760008647.060,BRAKE,158.77335792962504,0.32,140,tick
1760008647.260,BRAKE,158.77335792962504,0.32,140,tick
1760008647.461,BRAKE,158.29924236124398,0.32,140,tick
1760008647.661,BRAKE,158.29924236124398,0.32,140,tick
1760008647.862,BRAKE,157.34481816669856,0.31,140,tick
1760008648.062,BRAKE,157.3246969444976,0.31,140,tick
1760008648.262,BRAKE,157.34481816669856,0.31,140,tick
1760008648.463,BRAKE,158.98875636000764,0.32,140,tick
1760008648.663,BRAKE,158.98875636000764,0.32,140,tick
1760008648.863,BRAKE,158.15730152640182,0.32,140,tick
1760008649.063,BRAKE,157.49292061056073,0.31,140,tick
1760008649.264,BRAKE,157.49292061056073,0.31,140,tick
1760008649.464,BRAKE,157.49292061056073,0.31,140,tick
1760008649.664,BRAKE,157.49292061056073,0.31,140,tick
1760008649.865,BRAKE,157.49292061056073,0.31,140,tick
1760008650.065,BRAKE,157.49292061056073,0.31,140,tick
1760008650.265,BRAKE,157.49292061056073,0.31,140,tick
1760008650.465,BRAKE,157.49292061056073,0.31,140,tick
1760008650.666,BRAKE,157.49292061056073,0.31,140,tick
1760008650.866,BRAKE,157.49292061056073,0.31,140,tick
1760008651.066,BRAKE,157.49292061056073,0.31,140,tick
1760008651.267,BRAKE,157.49292061056073,0.31,140,tick
1760008651.467,BRAKE,157.49292061056073,0.31,140,tick
1760008651.667,BRAKE,157.49292061056073,0.31,140,tick
1760008651.867,BRAKE,157.49292061056073,0.31,140,tick
1760008652.068,BRAKE,157.49292061056073,0.31,140,tick
1760008652.268,BRAKE,157.49292061056073,0.31,140,tick
1760008652.468,BRAKE,157.49292061056073,0.31,140,tick
1760008652.669,BRAKE,157.49292061056073,0.31,140,tick
1760008652.869,BRAKE,157.49292061056073,0.31,140,tick
1760008653.070,BRAKE,157.49292061056073,0.31,140,tick
1760008653.270,BRAKE,157.49292061056073,0.31,140,tick
1760008653.470,BRAKE,157.49292061056073,0.31,140,tick
1760008653.671,BRAKE,157.49292061056073,0.31,140,tick
1760008653.871,BRAKE,157.49292061056073,0.31,140,tick
1760008654.072,BRAKE,157.49292061056073,0.31,140,tick
1760008654.273,BRAKE,157.49292061056073,0.31,140,tick
1760008654.473,BRAKE,157.49292061056073,0.31,140,tick
1760008654.673,BRAKE,157.49292061056073,0.31,140,tick
1760008654.874,BRAKE,157.49292061056073,0.31,140,tick
1760008655.074,BRAKE,157.49292061056073,0.31,140,tick
1760008655.275,BRAKE,157.49292061056073,0.31,140,tick
1760008655.475,BRAKE,157.49292061056073,0.31,140,tick
1760008655.676,BRAKE,157.49292061056073,0.31,140,tick
1760008655.876,BRAKE,157.49292061056073,0.31,140,tick
1760008656.076,BRAKE,157.49292061056073,0.31,140,tick
1760008656.277,BRAKE,157.49292061056073,0.31,140,tick
1760008656.477,BRAKE,157.49292061056073,0.31,140,tick
1760008656.678,BRAKE,157.49292061056073,0.31,140,tick
1760008656.878,BRAKE,157.49292061056073,0.31,140,tick
1760008657.079,BRAKE,157.49292061056073,0.31,140,tick
1760008657.279,BRAKE,157.49292061056073,0.31,140,tick
1760008657.480,BRAKE,157.49292061056073,0.31,140,tick
1760008657.681,BRAKE,157.49292061056073,0.31,140,tick
1760008657.882,BRAKE,157.49292061056073,0.31,140,tick
1760008658.082,BRAKE,157.49292061056073,0.31,140,tick
1760008658.283,BRAKE,157.49292061056073,0.31,140,tick
1760008658.483,BRAKE,157.49292061056073,0.31,140,tick
1760008658.684,BRAKE,157.49292061056073,0.31,140,tick
1760008658.885,BRAKE,157.49292061056073,0.31,140,tick
1760008659.085,BRAKE,157.49292061056073,0.31,140,tick
1760008659.286,BRAKE,157.49292061056073,0.31,140,tick
1760008659.486,BRAKE,157.49292061056073,0.31,140,tick
1760008659.687,BRAKE,157.49292061056073,0.31,140,tick
1760008659.887,BRAKE,157.49292061056073,0.31,140,tick
1760008660.087,BRAKE,157.49292061056073,0.31,140,tick
1760008660.288,BRAKE,157.49292061056073,0.31,140,tick
1760008660.488,BRAKE,157.49292061056073,0.31,140,tick
1760008660.688,BRAKE,157.49292061056073,0.31,140,tick
1760008660.889,BRAKE,157.49292061056073,0.31,140,tick
1760008661.089,BRAKE,157.49292061056073,0.31,140,tick
1760008661.289,BRAKE,157.49292061056073,0.31,140,tick
1760008661.490,BRAKE,157.49292061056073,0.31,140,tick
1760008661.690,BRAKE,157.49292061056073,0.31,140,tick
1760008661.890,BRAKE,157.49292061056073,0.31,140,tick
1760008662.090,BRAKE,157.49292061056073,0.31,140,tick
1760008662.291,BRAKE,157.49292061056073,0.31,140,tick
1760008662.491,BRAKE,157.49292061056073,0.31,140,tick
1760008662.692,BRAKE,157.49292061056073,0.31,140,tick
1760008662.892,BRAKE,157.49292061056073,0.31,140,tick
1760008663.092,BRAKE,157.49292061056073,0.31,140,tick
1760008663.293,BRAKE,157.49292061056073,0.31,140,tick
