ts,state,d_min_mm,ttc_s,target_deg,reason
1760008503.256,FAILSAFE,,,140,sensor_lost
1760008503.457,FAILSAFE,,,140,sensor_lost
1760008503.657,FAILSAFE,,,140,sensor_lost
1760008503.857,FAILSAFE,,,140,sensor_lost
1760008504.057,FAILSAFE,,,140,sensor_lost
1760008504.258,FAILSAFE,,,140,sensor_lost
1760008504.458,FAILSAFE,,,140,sensor_lost
1760008504.658,FAILSAFE,,,140,sensor_lost
1760008504.858,FAILSAFE,,,140,sensor_lost
1760008505.059,FAILSAFE,,,140,sensor_lost
1760008505.259,FAILSAFE,,,140,sensor_lost
1760008505.459,FAILSAFE,,,140,sensor_lost
1760008505.659,FAILSAFE,,,140,sensor_lost
1760008505.860,FAILSAFE,,,140,sensor_lost
1760008506.060,FAILSAFE,,,140,sensor_lost
1760008506.260,FAILSAFE,,,140,sensor_lost
1760008506.460,FAILSAFE,,,140,sensor_lost
1760008506.661,FAILSAFE,,,140,sensor_lost
1760008506.861,FAILSAFE,,,140,sensor_lost
1760008507.061,FAILSAFE,,,140,sensor_lost
1760008507.262,FAILSAFE,,,140,sensor_lost
1760008507.462,FAILSAFE,,,140,sensor_lost
1760008507.662,FAILSAFE,,,140,sensor_lost
1760008507.862,FAILSAFE,,,140,sensor_lost
1760008508.063,FAILSAFE,,,140,sensor_lost
1760008508.263,FAILSAFE,,,140,sensor_lost
1760008508.464,FAILSAFE,,,140,sensor_lost
1760008508.664,FAILSAFE,,,140,sensor_lost
1760008508.864,FAILSAFE,,,140,sensor_lost
1760008509.065,FAILSAFE,,,140,sensor_lost
1760008509.265,FAILSAFE,,,140,sensor_lost
1760008509.466,FAILSAFE,,,140,sensor_lost
1760008509.666,FAILSAFE,,,140,sensor_lost
1760008509.866,FAILSAFE,,,140,sensor_lost
1760008510.067,FAILSAFE,,,140,sensor_lost
